age,35
gender,male
nationality,armenian
education,postgraduate
F635.jpg,10,very
F636.jpg,8,very
F637.jpg,7,very
F638.jpg,8,very
F639.jpg,8,very
F64.jpg,7,very
F640.jpg,8,very
F641.jpg,7,very
F642.jpg,8,most
F643.jpg,8,very
F644.jpg,8,very
F645.jpg,9,very
F646.jpg,8,very
F647.jpg,7,most
F648.jpg,7,most
F649.jpg,7,very
F65.jpg,8,very
F650.jpg,8,very
F651.jpg,5,good
F652.jpg,8,very
F653.jpg,8,very
F654.jpg,8,very
F655.jpg,7,very
F656.jpg,8,very
F657.jpg,8,no
F658.jpg,8,very
F659.jpg,7,good
F66.jpg,9,very
F660.jpg,8,somewhat
F661.jpg,7,very
F662.jpg,7,very
F663.jpg,8,very
F664.jpg,7,very
F665.jpg,8,very
F666.jpg,8,very
F667.jpg,7,very
F668.jpg,3,no
F669.jpg,8,very
F67.jpg,10,very
F670.jpg,8,very
F671.jpg,8,very
F672.jpg,9,very
F673.jpg,7,very
F674.jpg,3,most
F675.jpg,8,very
F676.jpg,3,no
F677.jpg,9,very
F678.jpg,3,no
F679.jpg,6,very
F68.jpg,5,very
F680.jpg,7,very
F681.jpg,5,very
F682.jpg,3,no
F683.jpg,3,no
F684.jpg,7,very
F685.jpg,8,very
F686.jpg,4,most
F687.jpg,7,very
F688.jpg,3,most
F689.jpg,7,most
F69.jpg,7,very
F690.jpg,9,very
F691.jpg,7,very
F692.jpg,9,very
F693.jpg,6,most
F694.jpg,8,very
F695.jpg,6,most
F696.jpg,7,most
F697.jpg,7,most
F698.jpg,3,no
F699.jpg,7,most
F7.jpg,6,somewhat
F70.jpg,7,most
F700.jpg,7,most
F701.jpg,2,no
F702.jpg,6,most
F703.jpg,9,very
F704.jpg,6,very
F705.jpg,2,some
F706.jpg,5,some
F708.jpg,7,very
F709.jpg,2,no
F71.jpg,6,some
F710.jpg,5,some
F711.jpg,5,most
F712.jpg,2,no
F713.jpg,7,very
F714.jpg,9,very
F715.jpg,7,most
F716.jpg,6,most
F717.jpg,8,very
F718.jpg,6,most
F719.jpg,8,very
F72.jpg,6,some
F720.jpg,3,no
F721.jpg,4,no
F722.jpg,6,mos
F723.jpg,6,most
F724.jpg,2,no
F725.jpg,8,very
F644.jpg,6
F671.jpg,7,very
F67.jpg,8,very
F691.jpg,6,no
F668.jpg,2,no
F687.jpg,3,no
F722.jpg,6,no
F650.jpg,7,very
F692.jpg,7,very
F70.jpg,7,most
